"censusdate","month","day","year","treatment","plot","stake","species","sex","reprod","age","testes","vagina","pregnant","nipples","lactation","hfl","wgt","tag","note2","ltag","note3"
2007-03-17,3,18,2007,"exclosure",3,15,"SH","F","Z",NA,NA,NA,NA,NA,NA,32,112,NA,NA,NA,NA
2007-03-17,3,18,2007,"exclosure",3,11,"PB","F",NA,NA,NA,NA,NA,"E",NA,26,41,"0F3E16",NA,NA,NA
2007-03-17,3,18,2007,"exclosure",3,57,"PB","F",NA,NA,NA,NA,NA,"E",NA,24,35,"121F2D",NA,NA,NA
2007-03-17,3,18,2007,"exclosure",3,13,"OT","F",NA,NA,NA,NA,NA,"E",NA,20,27,"664968","*",NA,NA
2007-03-17,3,18,2007,"exclosure",3,21,"PE","F","Z",NA,NA,NA,NA,NA,NA,20,19,"2B641B","*",NA,NA
2007-03-17,3,18,2007,"exclosure",3,56,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,51,"574D3B",NA,NA,NA
2007-03-17,3,18,2007,"exclosure",3,36,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,31,"1B260B",NA,NA,NA
2007-03-17,3,18,2007,"exclosure",3,41,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,31,"697B6A",NA,NA,NA
2007-03-17,3,18,2007,"exclosure",3,22,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,31,"0C1003","*",NA,NA
2007-03-17,3,18,2007,"exclosure",3,35,"PB","M",NA,NA,"M",NA,NA,NA,NA,26,41,NA,NA,NA,NA
2007-03-17,3,18,2007,"control",4,11,"PP","M",NA,NA,"M",NA,NA,NA,NA,21,20,"7D5118","*",NA,NA
2007-03-17,3,18,2007,"control",4,65,"DO","M",NA,NA,"S",NA,NA,NA,NA,37,56,"685F25","*",NA,NA
2007-03-17,3,18,2007,"control",4,71,"PB","F",NA,NA,NA,NA,NA,"E",NA,25,31,"180B41",NA,NA,NA
2007-03-17,3,18,2007,"control",4,21,"PP","F","Z",NA,NA,NA,NA,NA,NA,20,16,"171205",NA,NA,NA
2007-03-17,3,18,2007,"control",4,24,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,12,"791049",NA,NA,NA
2007-03-17,3,18,2007,"control",4,72,"PF","M",NA,NA,"S",NA,NA,NA,NA,15,9,"275535","*",NA,NA
2007-03-17,3,18,2007,"control",4,74,"PB","F",NA,NA,NA,NA,NA,"E",NA,26,36,"342717",NA,NA,NA
2007-03-17,3,18,2007,"control",4,73,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,15,"09494B","*",NA,NA
2007-03-17,3,18,2007,"control",4,52,"DO","F",NA,NA,NA,NA,NA,"E",NA,37,60,"4C2854",NA,NA,NA
2007-03-17,3,18,2007,"control",4,53,"PP","M",NA,NA,"S",NA,NA,NA,NA,23,22,"507F0D",NA,NA,NA
2007-03-17,3,18,2007,"control",4,36,"DO","F",NA,NA,NA,NA,NA,"E",NA,36,49,"243528",NA,NA,NA
2007-03-17,3,18,2007,"control",4,56,"PP","M",NA,NA,"M",NA,NA,NA,NA,21,20,"764C3D","*",NA,NA
2007-03-17,3,18,2007,"control",4,45,"DO","M",NA,NA,"S",NA,NA,NA,NA,36,59,"096305",NA,NA,NA
2007-03-17,3,18,2007,"control",4,43,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,24,"362543","*",NA,NA
2007-03-17,3,18,2007,"control",4,35,"PF","F","Z",NA,NA,NA,NA,NA,NA,15,6,"4D4D41","*",NA,NA
2007-03-17,3,18,2007,"control",11,24,"PB","M",NA,NA,"S",NA,NA,NA,NA,27,39,"583556","*",NA,NA
2007-03-17,3,18,2007,"control",11,35,"PB","M",NA,NA,"S",NA,NA,NA,NA,26,36,"19497C",NA,NA,NA
2007-03-17,3,18,2007,"control",11,14,"PB","F",NA,NA,NA,NA,NA,"E",NA,25,39,"464676",NA,NA,NA
2007-03-17,3,18,2007,"control",11,65,"DM","M",NA,NA,"M",NA,NA,NA,NA,35,35,"090C3E","*",NA,NA
2007-03-17,3,18,2007,"control",11,26,"PP","M",NA,NA,"S",NA,NA,NA,NA,22,18,"736178","*",NA,NA
2007-03-17,3,18,2007,"control",11,54,"DM","F",NA,NA,NA,NA,NA,NA,"L",NA,NA,"2A4327",NA,NA,NA
2007-03-17,3,18,2007,"control",11,34,"PP","F",NA,NA,NA,NA,NA,"E",NA,20,17,"2F2435",NA,NA,NA
2007-03-17,3,18,2007,"control",11,36,"PP","M",NA,NA,"S",NA,NA,NA,NA,23,25,"050900",NA,NA,NA
2007-03-17,3,18,2007,"control",11,32,"PP","M",NA,NA,"M",NA,NA,NA,NA,20,20,"1D7641","*",NA,NA
2007-03-17,3,18,2007,"control",11,27,"DM","F",NA,NA,NA,"S",NA,NA,NA,36,31,"255D56","*",NA,NA
2007-03-17,3,18,2007,"control",11,31,"PP","M",NA,NA,"M",NA,NA,NA,NA,22,21,"551946",NA,NA,NA
2007-03-17,3,18,2007,"control",11,64,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,54,"5D7D44",NA,NA,NA
2007-03-17,3,18,2007,"control",11,24,"PP","M",NA,NA,"R",NA,NA,NA,NA,22,20,"3C516D","*",NA,NA
2007-03-17,3,18,2007,"control",11,25,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,19,"2E7835",NA,NA,NA
2007-03-17,3,18,2007,"control",11,41,"PP","F","Z",NA,NA,NA,NA,NA,NA,20,16,"3E3371",NA,NA,NA
2007-03-17,3,18,2007,"control",11,23,"DO","M",NA,NA,"R",NA,NA,NA,NA,33,42,"442918",NA,NA,NA
2007-03-17,3,18,2007,"control",11,71,"PB","M",NA,NA,"M",NA,NA,NA,NA,27,49,"5F5643",NA,NA,NA
2007-03-17,3,18,2007,"control",11,37,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,50,"6F1248",NA,NA,NA
2007-03-17,3,18,2007,"control",11,47,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,34,"077437","*",NA,NA
2007-03-17,3,18,2007,"control",11,42,"SH","M","Z",NA,NA,NA,NA,NA,NA,30,114,NA,NA,NA,NA
2007-03-17,3,18,2007,"control",11,61,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,22,"29304A","*",NA,NA
2007-03-17,3,18,2007,"control",11,74,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,34,"042E0E","*",NA,NA
2007-03-17,3,18,2007,"control",11,43,"PP","M",NA,NA,"R",NA,NA,NA,NA,22,22,"68097C",NA,NA,NA
2007-03-17,3,18,2007,"control",11,75,"PP","M",NA,NA,"S",NA,NA,NA,NA,22,20,"365F00",NA,NA,NA
2007-03-17,3,18,2007,"exclosure",15,17,"PB","M",NA,NA,"S",NA,NA,NA,NA,25,48,"27137C",NA,NA,NA
2007-03-17,3,18,2007,"exclosure",15,51,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,16,"25486C",NA,NA,NA
2007-03-17,3,18,2007,"exclosure",15,15,"PP","M",NA,NA,"S",NA,NA,NA,NA,22,19,"36407A",NA,NA,NA
2007-03-17,3,18,2007,"exclosure",15,36,"PB","F",NA,NA,NA,NA,NA,"E",NA,25,36,"3F4734",NA,NA,NA
2007-03-17,3,18,2007,"exclosure",15,35,"RM","M",NA,NA,"S",NA,NA,NA,NA,17,11,"7A4F68","*",NA,NA
2007-03-17,3,18,2007,"exclosure",15,35,"RM","F","Z",NA,NA,NA,NA,NA,NA,15,7,"6C3E51","*",NA,NA
2007-03-17,3,18,2007,"exclosure",15,34,"PP","M",NA,NA,"S",NA,NA,NA,NA,20,16,"201661","*",NA,NA
2007-03-17,3,18,2007,"exclosure",15,33,"PP","M",NA,NA,"R",NA,NA,NA,NA,23,22,"1F485D","*",NA,NA
2007-03-17,3,18,2007,"exclosure",15,56,"PP","F",NA,NA,NA,"S",NA,NA,NA,21,16,"6A294E",NA,NA,NA
2007-03-17,3,18,2007,"exclosure",15,13,"PE","F",NA,NA,NA,NA,"P","E",NA,20,25,"1C7451","*",NA,NA
2007-03-17,3,18,2007,"exclosure",15,41,"PP","F","Z",NA,NA,NA,NA,NA,NA,20,19,"413C08",NA,NA,NA
2007-03-17,3,18,2007,"exclosure",15,21,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,15,"374A47","*",NA,NA
2007-03-17,3,18,2007,"exclosure",15,24,"PE","M","Z",NA,NA,NA,NA,NA,NA,20,22,"032428","*",NA,NA
2007-03-17,3,18,2007,"exclosure",15,53,"PP","F",NA,NA,NA,"S",NA,NA,NA,21,20,"376031",NA,NA,NA
2007-03-17,3,18,2007,"exclosure",15,16,"PP","M",NA,NA,"R",NA,NA,NA,NA,21,17,"4D7F2E",NA,NA,NA
2007-03-17,3,18,2007,"exclosure",15,22,"PP","M",NA,NA,"S",NA,NA,NA,NA,20,20,"4F5E1E",NA,NA,NA
2007-03-17,3,18,2007,"exclosure",15,27,"SH","F","Z",NA,NA,NA,NA,NA,NA,30,100,"61204A",NA,NA,NA
2007-03-17,3,18,2007,"exclosure",15,54,"PP","M",NA,NA,"S",NA,NA,NA,NA,22,23,NA,NA,NA,NA
2007-03-17,3,18,2007,"exclosure",15,77,"PM","M",NA,NA,"M",NA,NA,NA,NA,20,19,"2A6221","*",NA,NA
2007-03-17,3,18,2007,"exclosure",15,62,"RM","F",NA,NA,NA,NA,"P","E",NA,17,16,"297B43","*",NA,NA
2007-03-17,3,18,2007,"exclosure",15,73,"PP","M",NA,NA,"S",NA,NA,NA,NA,22,23,"6A7B00",NA,NA,NA
2007-03-17,3,18,2007,"exclosure",15,61,"PF","F","Z",NA,NA,NA,NA,NA,NA,15,7,"782125","*",NA,NA
2007-03-17,3,18,2007,"control",14,52,"PP","M",NA,NA,"S",NA,NA,NA,NA,22,20,"195149","*",NA,NA
2007-03-17,3,18,2007,"control",14,22,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,16,"045E3F",NA,NA,NA
2007-03-17,3,18,2007,"control",14,33,"PP","M",NA,NA,"S",NA,NA,NA,NA,21,20,"475367","*",NA,NA
2007-03-17,3,18,2007,"control",14,76,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,16,"640C0D",NA,NA,NA
2007-03-17,3,18,2007,"control",14,53,"PP","F",NA,NA,NA,"S",NA,NA,NA,20,15,"6E5A14",NA,NA,NA
2007-03-17,3,18,2007,"control",14,51,"DM","F",NA,NA,NA,NA,NA,"E",NA,36,40,"3A6A2D",NA,NA,NA
2007-03-17,3,18,2007,"control",14,36,"SH","M","Z",NA,NA,NA,NA,NA,NA,29,122,NA,NA,NA,NA
2007-03-17,3,18,2007,"control",14,56,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,38,"1B636D","*",NA,NA
2007-03-17,3,18,2007,"control",14,44,"PP","F",NA,NA,NA,"S",NA,NA,NA,20,15,"6E7823",NA,NA,NA
2007-03-17,3,18,2007,"control",14,11,"SH","F","Z",NA,NA,NA,NA,NA,NA,30,96,NA,NA,NA,NA
2007-03-17,3,18,2007,"control",14,43,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,18,"674C07",NA,NA,NA
2007-03-17,3,18,2007,"control",14,27,"PP","M",NA,NA,"S",NA,NA,NA,NA,20,17,"563F18","*",NA,NA
2007-03-17,3,18,2007,"control",14,75,"PP","M",NA,NA,"R",NA,NA,NA,NA,22,19,"584E22","*",NA,NA
2007-03-17,3,18,2007,"control",14,45,"PP","M",NA,NA,"R",NA,NA,NA,NA,23,23,"4F5B34",NA,NA,NA
2007-03-17,3,18,2007,"control",14,46,"DO","M",NA,NA,"S",NA,NA,NA,NA,33,42,NA,NA,NA,NA
2007-03-17,3,18,2007,"control",14,25,"PP","F","Z",NA,NA,NA,NA,NA,NA,20,16,"26417A",NA,NA,NA
2007-03-17,3,18,2007,"control",14,24,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,48,"44740E",NA,NA,NA
2007-03-17,3,18,2007,"removal",10,72,"PF","M",NA,NA,"S",NA,NA,NA,NA,15,7,NA,NA,NA,NA
2007-03-17,3,18,2007,"removal",10,41,"RM","F",NA,NA,NA,NA,NA,"E",NA,15,13,NA,NA,NA,NA
2007-03-17,3,18,2007,"removal",10,75,"DO","M",NA,NA,"S",NA,NA,NA,NA,35,55,NA,NA,NA,NA
2007-03-17,3,18,2007,"removal",10,14,"PE","M",NA,NA,"M",NA,NA,NA,NA,20,24,NA,NA,NA,NA
2007-03-17,3,18,2007,"removal",10,13,"PF","F","Z",NA,NA,NA,NA,NA,NA,14,7,NA,NA,NA,NA
2007-04-14,4,14,2007,"exclosure",19,65,"PB","M",NA,NA,"M",NA,NA,NA,NA,26,47,"100C6C",NA,NA,NA
2007-04-14,4,14,2007,"exclosure",19,62,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,19,"310E0D",NA,NA,NA
2007-04-14,4,14,2007,"exclosure",19,76,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,21,NA,NA,NA,NA
2007-04-14,4,14,2007,"exclosure",19,45,"PE","M","Z",NA,NA,NA,NA,NA,NA,19,24,"445A50","*",NA,NA
2007-04-14,4,14,2007,"exclosure",19,53,"PP","F",NA,NA,NA,NA,NA,"E",NA,21,21,"447965",NA,NA,NA
2007-04-14,4,14,2007,"exclosure",19,66,"PB","F",NA,NA,NA,NA,NA,"E",NA,26,35,"70031E",NA,NA,NA
2007-04-14,4,14,2007,"exclosure",19,56,"PB","F",NA,NA,NA,NA,NA,"E",NA,24,34,"572628",NA,NA,NA
2007-04-14,4,14,2007,"exclosure",19,24,"PP","M",NA,NA,"R",NA,NA,NA,NA,20,21,"2B6232",NA,NA,NA
2007-04-14,4,14,2007,"exclosure",19,36,"PE","F",NA,NA,NA,NA,NA,"E",NA,20,23,NA,NA,NA,NA
2007-04-14,4,14,2007,"exclosure",19,15,"PB","M",NA,NA,"S",NA,NA,NA,NA,26,45,"2F053E",NA,NA,NA
2007-04-14,4,14,2007,"exclosure",19,13,"PP","M",NA,NA,"S",NA,NA,NA,NA,22,22,"48130E",NA,NA,NA
2007-04-14,4,14,2007,"exclosure",19,41,"PP","F",NA,NA,NA,NA,NA,"E",NA,21,20,"714B0D",NA,NA,NA
2007-04-14,4,14,2007,"exclosure",19,33,"PB","F",NA,NA,NA,NA,NA,"E",NA,25,30,"696250",NA,NA,NA
2007-04-14,4,14,2007,"exclosure",19,42,"PP","M","Z",NA,NA,NA,NA,NA,NA,23,23,"610706","*",NA,NA
2007-04-14,4,14,2007,"exclosure",19,67,"SH","M","Z",NA,NA,NA,NA,NA,NA,22,100,NA,NA,NA,NA
2007-04-14,4,14,2007,"control",17,67,"PP","F",NA,NA,NA,NA,NA,"E",NA,20,19,"1B2A65",NA,NA,NA
2007-04-14,4,14,2007,"control",17,53,"PP","M",NA,NA,"S",NA,NA,NA,NA,22,21,"433057",NA,NA,NA
2007-04-14,4,14,2007,"control",17,76,"PB","M",NA,NA,"S",NA,NA,NA,NA,26,45,"615535",NA,NA,NA
2007-04-14,4,14,2007,"control",17,26,"DO","M",NA,NA,"S",NA,NA,NA,NA,35,60,"652547",NA,NA,NA
2007-04-14,4,14,2007,"control",17,14,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,20,"027C2B","*",NA,NA
2007-04-14,4,14,2007,"control",17,16,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,29,"622A4B",NA,NA,NA
2007-04-14,4,14,2007,"control",17,45,"PB","F",NA,NA,NA,NA,NA,"E",NA,26,31,"6E7A17",NA,NA,NA
2007-04-14,4,14,2007,"control",17,75,"PE","M","Z",NA,NA,NA,NA,NA,NA,18,23,"520E4A",NA,NA,NA
2007-04-14,4,14,2007,"control",17,63,"PB","M",NA,NA,"S",NA,NA,NA,NA,25,33,"585F05",NA,NA,NA
2007-04-14,4,14,2007,"control",17,55,"PP","M",NA,NA,"S",NA,NA,NA,NA,21,19,"420A3C",NA,NA,NA
2007-04-14,4,14,2007,"control",17,61,"PP","F","Z",NA,NA,NA,NA,NA,NA,20,14,"223568",NA,NA,NA
2007-04-14,4,14,2007,"control",17,46,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,16,"026B25",NA,NA,NA
2007-04-14,4,14,2007,"control",17,64,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,21,"3F355F","*",NA,NA
2007-04-14,4,14,2007,"control",17,64,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,49,"7F4A49",NA,NA,NA
2007-04-14,4,14,2007,"control",17,52,"PP","M",NA,NA,"S",NA,NA,NA,NA,21,25,"716D7C",NA,NA,NA
2007-04-14,4,14,2007,"control",17,74,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA
2007-04-14,4,14,2007,"control",17,72,"SH","F",NA,NA,NA,NA,NA,"E",NA,23,114,NA,NA,NA,NA
2007-04-14,4,14,2007,"control",17,71,"SH","M","Z",NA,NA,NA,NA,NA,NA,32,140,NA,NA,NA,NA
2007-04-14,4,14,2007,"exclosure",21,71,"PB","F",NA,NA,NA,NA,NA,"E",NA,35,26,"6D1E67",NA,NA,NA
2007-04-14,4,14,2007,"exclosure",21,11,"PB","F",NA,NA,NA,NA,NA,"E",NA,25,35,"497417",NA,NA,NA
2007-04-14,4,14,2007,"exclosure",21,72,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,21,"4C3E3B","*",NA,NA
2007-04-14,4,14,2007,"exclosure",21,22,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,49,"346860",NA,NA,NA
2007-04-14,4,14,2007,"exclosure",21,37,"SH","M","Z",NA,NA,NA,NA,NA,NA,26,41,NA,NA,NA,NA
2007-04-14,4,14,2007,"exclosure",21,65,"PB","M",NA,NA,"S",NA,NA,NA,NA,26,42,"02654D","*",NA,NA
2007-04-14,4,14,2007,"exclosure",21,47,"SH","F","Z",NA,NA,NA,NA,NA,NA,25,54,NA,NA,NA,NA
2007-04-14,4,14,2007,"exclosure",21,66,"PB","F",NA,NA,NA,NA,NA,"E",NA,25,34,"394668",NA,NA,NA
2007-04-14,4,14,2007,"exclosure",21,12,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,21,"285F4E",NA,NA,NA
2007-04-14,4,14,2007,"exclosure",21,17,"SH","F","Z",NA,NA,NA,NA,NA,NA,27,84,NA,NA,NA,NA
2007-04-14,4,14,2007,"exclosure",21,23,"PB","F",NA,NA,NA,NA,NA,"E",NA,26,49,"5A5164",NA,NA,NA
2007-04-14,4,14,2007,"exclosure",21,17,"SH","M","Z",NA,NA,NA,NA,NA,NA,28,78,NA,NA,NA,NA
2007-04-14,4,14,2007,"exclosure",21,15,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,20,"165D24",NA,NA,NA
2007-04-14,4,14,2007,"exclosure",21,24,"SH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-14,4,14,2007,"removal",23,35,"PE","M","Z",NA,NA,NA,NA,NA,NA,20,19,NA,NA,NA,NA
2007-04-14,4,14,2007,"removal",16,13,"PP","M",NA,NA,"R",NA,NA,NA,NA,20,NA,NA,NA,NA,NA
2007-04-14,4,15,2007,"exclosure",3,41,"PB","F",NA,NA,NA,NA,NA,"E",NA,27,36,"697B6A",NA,NA,NA
2007-04-14,4,15,2007,"exclosure",3,23,"PE","F",NA,NA,NA,NA,NA,"E",NA,19,24,"2B641B",NA,NA,NA
2007-04-14,4,15,2007,"exclosure",3,31,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,21,"532D4A","*",NA,NA
2007-04-14,4,15,2007,"exclosure",3,27,"PB","F",NA,NA,NA,NA,NA,"E",NA,25,36,"375741",NA,NA,NA
2007-04-14,4,15,2007,"exclosure",3,55,"PB","F",NA,NA,NA,NA,"P","E",NA,27,NA,"121F2D",NA,NA,NA
2007-04-14,4,15,2007,"exclosure",3,63,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,52,"574D3B",NA,NA,NA
2007-04-14,4,15,2007,"exclosure",3,16,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,24,"524756","*",NA,NA
2007-04-14,4,15,2007,"exclosure",3,11,"PB","F",NA,NA,NA,NA,NA,"E",NA,26,47,"330F1F",NA,NA,NA
2007-04-14,4,15,2007,"exclosure",3,26,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,40,"0B0E10",NA,NA,NA
2007-04-14,4,15,2007,"exclosure",3,24,"PP","F","Z",NA,NA,NA,NA,NA,NA,20,16,"776330",NA,NA,NA
2007-04-14,4,15,2007,"exclosure",3,71,"PB","F",NA,NA,NA,NA,NA,"E",NA,27,34,"785834",NA,NA,NA
2007-04-14,4,15,2007,"control",4,14,"SH","F","Z",NA,NA,NA,NA,NA,NA,22,98,NA,NA,NA,NA
2007-04-14,4,15,2007,"control",4,34,"DO","F",NA,NA,NA,NA,NA,"E",NA,34,56,"243528",NA,NA,NA
2007-04-14,4,15,2007,"control",4,51,"PP","M",NA,NA,"M",NA,NA,NA,NA,22,20,"554E4C",NA,NA,NA
2007-04-14,4,15,2007,"control",4,35,"DO","M",NA,NA,"M",NA,NA,NA,NA,36,55,"096305",NA,NA,NA
2007-04-14,4,15,2007,"control",4,42,"PP","M",NA,NA,"R",NA,NA,NA,NA,20,16,"007F14","*",NA,NA
2007-04-14,4,15,2007,"control",4,76,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,19,"247B5D",NA,NA,NA
2007-04-14,4,15,2007,"control",4,72,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,19,"09494B",NA,NA,NA
2007-04-14,4,15,2007,"control",4,66,"DO","F",NA,NA,NA,NA,NA,"B",NA,36,55,"4C2854",NA,NA,NA
2007-04-14,4,15,2007,"control",4,74,"PB","F",NA,NA,NA,NA,NA,"E",NA,25,31,"4D5656","*",NA,NA
2007-04-14,4,15,2007,"control",4,75,"PP","F","Z",NA,NA,NA,NA,NA,NA,23,19,"076450",NA,NA,NA
2007-04-14,4,15,2007,"control",11,67,"PB","M",NA,NA,"S",NA,NA,NA,NA,27,49,"5F5643",NA,NA,NA
2007-04-14,4,15,2007,"control",11,75,"PE","M","Z",NA,NA,NA,NA,NA,NA,17,23,"445A50",NA,NA,NA
2007-04-14,4,15,2007,"control",11,64,"PP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-14,4,15,2007,"control",11,72,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,26,"50403C","*",NA,NA
2007-04-14,4,15,2007,"control",11,65,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,40,"090C3E",NA,NA,NA
2007-04-14,4,15,2007,"control",11,73,"PP","F",NA,NA,NA,NA,NA,"E",NA,20,17,"442803",NA,NA,NA
2007-04-14,4,15,2007,"control",11,77,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,45,"275213","*",NA,NA
2007-04-14,4,15,2007,"control",11,62,"OT","F",NA,NA,NA,NA,NA,"E",NA,19,23,"29304A",NA,NA,NA
2007-04-14,4,15,2007,"control",11,71,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,41,"042E0E",NA,NA,NA
2007-04-14,4,15,2007,"control",11,61,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,49,"770C57",NA,NA,NA
2007-04-14,4,15,2007,"control",11,51,"PP","F",NA,NA,NA,NA,"P","E",NA,20,22,"3E3371",NA,NA,NA
2007-04-14,4,15,2007,"control",11,56,"PB","F",NA,NA,NA,NA,"P","E",NA,25,37,"074437",NA,NA,NA
2007-04-14,4,15,2007,"control",11,35,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,NA,"255D56",NA,NA,NA
2007-04-14,4,15,2007,"control",11,46,"PP","F",NA,NA,NA,NA,NA,"E",NA,21,18,"2F2435",NA,NA,NA
2007-04-14,4,15,2007,"control",11,12,"PP","M",NA,NA,"R",NA,NA,NA,NA,22,20,"68097C",NA,NA,NA
2007-04-14,4,15,2007,"control",11,47,"PE","M","Z",NA,NA,NA,NA,NA,NA,20,20,"50132C","*",NA,NA
2007-04-14,4,15,2007,"control",11,11,"PP","M",NA,NA,"S",NA,NA,NA,NA,20,20,"1D7641",NA,NA,NA
2007-04-14,4,15,2007,"control",11,17,"SH","F","Z",NA,NA,NA,NA,NA,NA,29,100,NA,NA,NA,NA
2007-04-14,4,15,2007,"control",11,13,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,21,"370E30",NA,NA,NA
2007-04-14,4,15,2007,"control",11,57,"RM","F","Z",NA,NA,NA,NA,NA,NA,17,9,"153D34","*",NA,NA
2007-04-14,4,15,2007,"control",11,22,"PP","M",NA,NA,"S",NA,NA,NA,NA,20,20,"425027","*",NA,NA
2007-04-14,4,15,2007,"control",11,41,"PB","M",NA,NA,"R",NA,NA,NA,NA,25,35,"10304D",NA,NA,NA
2007-04-14,4,15,2007,"control",11,15,"PB","M",NA,NA,"R",NA,NA,NA,NA,27,42,"583556",NA,NA,NA
2007-04-14,4,15,2007,"control",11,54,"PP","M",NA,NA,"R",NA,NA,NA,NA,21,25,"050900",NA,NA,NA
2007-04-14,4,15,2007,"control",11,53,"PE","F",NA,NA,NA,NA,NA,NA,"L",19,NA,NA,NA,NA,NA
2007-04-14,4,15,2007,"control",11,52,"PP","M",NA,NA,"S",NA,NA,NA,NA,22,21,"551946",NA,NA,NA
2007-04-14,4,15,2007,"control",14,15,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,29,"165C7A","*",NA,NA
2007-04-14,4,15,2007,"control",14,42,"DM","F",NA,NA,NA,NA,NA,"E",NA,36,45,"3A6A2D",NA,NA,NA
2007-04-14,4,15,2007,"control",14,13,"PP","M",NA,NA,"S",NA,NA,NA,NA,20,18,"563F18",NA,NA,NA
2007-04-14,4,15,2007,"control",14,57,"DM","F",NA,NA,NA,NA,NA,"E",NA,35,36,"5C4F0D","*",NA,NA
2007-04-14,4,15,2007,"control",14,67,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,20,"511C58","*",NA,NA
2007-04-14,4,15,2007,"control",14,24,"PB","M",NA,NA,"R",NA,NA,NA,NA,27,45,"624141",NA,NA,NA
2007-04-14,4,15,2007,"control",14,23,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,23,"644345","*",NA,NA
2007-04-14,4,15,2007,"control",14,26,"SH","F","Z",NA,NA,NA,NA,NA,NA,28,112,NA,NA,NA,NA
2007-04-14,4,15,2007,"control",14,25,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,16,"58685E",NA,NA,NA
2007-04-14,4,15,2007,"control",14,35,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,17,"045E3F",NA,NA,NA
2007-04-14,4,15,2007,"control",14,27,"PP","M",NA,NA,"R",NA,NA,NA,NA,22,24,"23020C",NA,NA,NA
2007-04-14,4,15,2007,"control",14,44,"RM","F",NA,NA,NA,NA,NA,"E",NA,16,11,"7A0F08","*",NA,NA
2007-04-14,4,15,2007,"control",14,72,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,45,"5D1B03",NA,NA,NA
2007-04-14,4,15,2007,"control",14,31,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,NA,"520419","*",NA,NA
2007-04-14,4,15,2007,"control",14,76,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,45,"532175",NA,NA,NA
2007-04-14,4,15,2007,"control",14,53,"PP","F","Z",NA,NA,NA,NA,NA,NA,23,19,"196D43","*",NA,NA
2007-04-14,4,15,2007,"control",14,51,"DM","M",NA,NA,"R",NA,NA,NA,NA,37,51,"515A05","*",NA,NA
2007-04-14,4,15,2007,"exclosure",15,36,"PE","M","Z",NA,NA,NA,NA,NA,NA,19,22,"032428",NA,NA,NA
2007-04-14,4,15,2007,"exclosure",15,35,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,21,"446A2D","*",NA,NA
